x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures,ocr_mean,ocr_std,ocr_var,ocr_raw,ocr_mean,ocr_n,ocr_times
0.35,0.0,0.05,True,1.0,0.05,2025-09-24 10:36:10.646,2025-09-24 10:36:21.952,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x350mm_y0mm/raster_log_2025-09-24 10:36:08.626_z50mm_x350mm_y0mm_ocr.csv,20,127.86,792.974719182874,628808.9052631579,"144, 142, 145, 144, 141, 120, 113, 115, 112, 112, 134, 141, 112, 115",127.86,14,"10:36:13, 10:36:14, 10:36:14, 10:36:15, 10:36:15, 10:36:16, 10:36:16, 10:36:17, 10:36:17, 10:36:18, 10:36:18, 10:36:19, 10:36:19, 10:36:20"
