x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures,ocr_mean,ocr_std,ocr_var,ocr_raw,ocr_mean,ocr_n,ocr_times
0.35,0.0,0.05,True,1.0,0.05,2025-09-24 10:43:30.209,2025-09-24 10:43:40.351,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x350mm_y0mm/raster_log_2025-09-24 10:36:08.626_z50mm_x350mm_y0mm_ocr.csv,20,136.21,9.385739462778513,88.09210526315789,"136, 133, 134, 130, 146, 149, 153, 136, 127, 149, 130, 129, 136, 119",136.21,14,"10:43:31, 10:43:32, 10:43:32, 10:43:33, 10:43:33, 10:43:34, 10:43:34, 10:43:35, 10:43:35, 10:43:36, 10:43:36, 10:43:37, 10:43:37, 10:43:38"
