x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures,ocr_mean,ocr_std,ocr_var,ocr_raw,ocr_mean,ocr_n,ocr_times
0.35,0.0,0.05,True,1.0,0.05,2025-09-24 10:42:05.681,2025-09-24 10:42:15.818,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z50mm/x350mm_y0mm/raster_log_2025-09-24 10:36:08.626_z50mm_x350mm_y0mm_ocr.csv,20,130.57,891.9908248289034,795647.6315789474,"127, 124, 115, 129, 140, 135, 138, 133, 129, 128, 134, 130, 133, 133",130.57,14,"10:42:07, 10:42:07, 10:42:08, 10:42:08, 10:42:09, 10:42:09, 10:42:10, 10:42:10, 10:42:11, 10:42:11, 10:42:12, 10:42:12, 10:42:13, 10:42:13"
