idx,t_iso,elapsed_s,ocr_text,extracted_number,img_path
1,2025-09-11T15:50:37.769694,0.0,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-37.768_000.png
2,2025-09-11T15:50:38.005509,0.251,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-38.004_001.png
3,2025-09-11T15:50:38.259743,0.501,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-38.259_002.png
4,2025-09-11T15:50:38.507068,0.751,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-38.506_003.png
5,2025-09-11T15:50:38.760614,1.001,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-38.760_004.png
6,2025-09-11T15:50:39.005570,1.251,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-39.005_005.png
7,2025-09-11T15:50:39.258700,1.501,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-39.258_006.png
8,2025-09-11T15:50:39.510548,1.751,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-39.509_007.png
9,2025-09-11T15:50:39.753432,2.001,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-39.752_008.png
10,2025-09-11T15:50:40.006392,2.251,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-40.005_009.png
11,2025-09-11T15:50:40.255090,2.501,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-40.254_010.png
12,2025-09-11T15:50:40.506380,2.751,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-40.505_011.png
13,2025-09-11T15:50:40.773324,3.001,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-40.772_012.png
14,2025-09-11T15:50:41.009656,3.25,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-41.009_013.png
15,2025-09-11T15:50:41.255247,3.501,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-41.254_014.png
16,2025-09-11T15:50:41.509115,3.751,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-41.508_015.png
17,2025-09-11T15:50:41.761273,4.001,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-41.760_016.png
18,2025-09-11T15:50:42.007847,4.251,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-42.007_017.png
19,2025-09-11T15:50:42.258614,4.501,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-42.258_018.png
20,2025-09-11T15:50:42.505239,4.751,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-42.504_019.png
21,2025-09-11T15:50:42.759861,5.001,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-42.759_020.png
22,2025-09-11T15:50:43.009712,5.251,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-43.009_021.png
23,2025-09-11T15:50:43.264158,5.501,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-43.263_022.png
24,2025-09-11T15:50:43.508378,5.75,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_2025-09-11_15-50-43.507_023.png
