x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures
0.35,0.0,0.004,True,1.0,0.004,2025-09-11 15:40:10.043,2025-09-11 15:40:17.144,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_ocr.csv,24
0.35,0.001,0.004,True,1.0,0.00412,2025-09-11 15:40:17.148,2025-09-11 15:40:23.398,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_ocr.csv,24
0.35,0.002,0.004,True,1.0,0.00447,2025-09-11 15:40:23.400,2025-09-11 15:40:29.664,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_ocr.csv,24
0.35,0.003,0.004,True,1.0,0.005,2025-09-11 15:40:29.668,2025-09-11 15:40:35.931,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_ocr.csv,24
0.35,0.004,0.004,True,1.0,0.00566,2025-09-11 15:40:35.935,2025-09-11 15:40:42.198,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_ocr.csv,24
0.35,0.005,0.004,True,1.0,0.0064,2025-09-11 15:40:42.201,2025-09-11 15:40:48.465,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_ocr.csv,24
0.35,0.006,0.004,True,1.0,0.00721,2025-09-11 15:40:48.468,2025-09-11 15:40:54.731,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_ocr.csv,24
0.35,0.007,0.004,True,1.0,0.00806,2025-09-11 15:40:54.735,2025-09-11 15:41:00.998,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_ocr.csv,24
0.35,0.008,0.004,True,1.0,0.00894,2025-09-11 15:41:01.004,2025-09-11 15:41:07.264,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_ocr.csv,24
0.35,0.009000000000000001,0.004,True,1.0,0.00985,2025-09-11 15:41:07.268,2025-09-11 15:41:13.532,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_ocr.csv,24
0.35,0.01,0.004,True,1.0,0.01077,2025-09-11 15:41:13.535,2025-09-11 15:41:19.798,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_ocr.csv,24
0.35,0.011,0.004,True,1.0,0.0117,2025-09-11 15:41:19.802,2025-09-11 15:41:26.065,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_ocr.csv,24
0.35,0.012,0.004,True,1.0,0.01265,2025-09-11 15:41:26.069,2025-09-11 15:41:32.331,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_ocr.csv,24
0.35,0.013000000000000001,0.004,True,1.0,0.0136,2025-09-11 15:41:32.336,2025-09-11 15:41:38.597,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm_1/raster_log_2025-09-11 15:18:38.786_z4mm_z4mm_1_ocr.csv,24
