x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures
0.35,0.0,0.001,True,1.0,0.001,2025-09-15 12:32:48.884,2025-09-15 12:32:56.842,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y0mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y0mm_ocr.csv,24
0.35,0.001,0.001,True,1.0,0.00141,2025-09-15 12:32:56.846,2025-09-15 12:33:03.099,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y1mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y1mm_ocr.csv,24
0.35,0.002,0.001,True,1.0,0.00224,2025-09-15 12:33:03.102,2025-09-15 12:33:09.365,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y2mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y2mm_ocr.csv,24
0.35,0.003,0.001,True,1.0,0.00316,2025-09-15 12:33:09.368,2025-09-15 12:33:15.631,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y3mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y3mm_ocr.csv,24
0.35,0.004,0.001,True,1.0,0.00412,2025-09-15 12:33:15.634,2025-09-15 12:33:21.898,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y4mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y4mm_ocr.csv,24
0.35,0.005,0.001,True,1.0,0.0051,2025-09-15 12:33:21.903,2025-09-15 12:33:28.165,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y5mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y5mm_ocr.csv,24
0.35,0.006,0.001,True,1.0,0.00608,2025-09-15 12:33:28.168,2025-09-15 12:33:34.432,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y6mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y6mm_ocr.csv,24
0.35,0.007,0.001,True,1.0,0.00707,2025-09-15 12:33:34.434,2025-09-15 12:33:40.698,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y7mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y7mm_ocr.csv,24
0.35,0.008,0.001,True,1.0,0.00806,2025-09-15 12:33:40.701,2025-09-15 12:33:46.965,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y8mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y8mm_ocr.csv,24
0.35,0.009000000000000001,0.001,True,1.0,0.00906,2025-09-15 12:33:46.968,2025-09-15 12:33:53.232,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y9mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y9mm_ocr.csv,24
0.35,0.01,0.001,True,1.0,0.01005,2025-09-15 12:33:53.234,2025-09-15 12:33:59.498,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y10mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y10mm_ocr.csv,24
0.35,0.011,0.001,True,1.0,0.01105,2025-09-15 12:33:59.503,2025-09-15 12:34:05.765,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y11mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y11mm_ocr.csv,24
0.35,0.012,0.001,True,1.0,0.01204,2025-09-15 12:34:05.769,2025-09-15 12:34:12.032,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y12mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y12mm_ocr.csv,24
0.35,0.013000000000000001,0.001,True,1.0,0.01304,2025-09-15 12:34:12.035,2025-09-15 12:34:18.298,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y13mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y13mm_ocr.csv,24
0.35,0.014,0.001,True,1.0,0.01404,2025-09-15 12:34:18.301,2025-09-15 12:34:24.565,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y14mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y14mm_ocr.csv,24
0.35,0.015,0.001,True,1.0,0.01503,2025-09-15 12:34:24.569,2025-09-15 12:34:30.832,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y15mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y15mm_ocr.csv,24
0.35,0.016,0.001,True,1.0,0.01603,2025-09-15 12:34:30.834,2025-09-15 12:34:37.098,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y16mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y16mm_ocr.csv,24
0.35,0.017,0.001,True,1.0,0.01703,2025-09-15 12:34:37.101,2025-09-15 12:34:43.365,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y17mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y17mm_ocr.csv,24
0.35,0.018000000000000002,0.001,True,1.0,0.01803,2025-09-15 12:34:43.368,2025-09-15 12:34:49.631,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y18mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y18mm_ocr.csv,24
0.35,0.019,0.001,True,1.0,0.01903,2025-09-15 12:34:49.634,2025-09-15 12:34:55.898,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y19mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y19mm_ocr.csv,24
0.35,0.02,0.001,True,1.0,0.02002,2025-09-15 12:34:55.901,2025-09-15 12:35:02.165,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y20mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y20mm_ocr.csv,24
0.35,0.021,0.001,True,1.0,0.02102,2025-09-15 12:35:02.168,2025-09-15 12:35:08.433,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y21mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y21mm_ocr.csv,24
0.35,0.022,0.001,True,1.0,0.02202,2025-09-15 12:35:08.436,2025-09-15 12:35:14.698,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y22mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y22mm_ocr.csv,24
0.35,0.023,0.001,True,1.0,0.02302,2025-09-15 12:35:14.701,2025-09-15 12:35:20.965,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y23mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y23mm_ocr.csv,24
0.35,0.024,0.001,True,1.0,0.02402,2025-09-15 12:35:20.968,2025-09-15 12:35:27.232,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y24mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y24mm_ocr.csv,24
0.35,0.025,0.001,True,1.0,0.02502,2025-09-15 12:35:27.234,2025-09-15 12:35:33.498,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y25mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y25mm_ocr.csv,24
0.35,0.026000000000000002,0.001,True,1.0,0.02602,2025-09-15 12:35:33.501,2025-09-15 12:35:39.765,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y26mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y26mm_ocr.csv,24
0.35,0.027,0.001,True,1.0,0.02702,2025-09-15 12:35:39.768,2025-09-15 12:35:46.031,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y27mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y27mm_ocr.csv,24
0.35,0.028,0.001,True,1.0,0.02802,2025-09-15 12:35:46.034,2025-09-15 12:35:52.307,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z1mm/x350mm_y28mm/raster_log_2025-09-15 12:32:46.839_z1mm_x350mm_y28mm_ocr.csv,24
