x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures
0.35,0.0,0.006,True,1.0,0.006,2025-09-15 13:35:19.382,2025-09-15 13:35:29.264,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z6mm/x350mm_y0mm/raster_log_2025-09-15 13:28:53.262_z6mm_x350mm_y0mm_ocr.csv,18
0.35,0.001,0.006,True,1.0,0.00608,2025-09-15 13:35:29.266,2025-09-15 13:35:38.529,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z6mm/x350mm_y1mm/raster_log_2025-09-15 13:28:53.262_z6mm_x350mm_y1mm_ocr.csv,18
0.35,0.002,0.006,True,1.0,0.00632,2025-09-15 13:35:38.532,2025-09-15 13:35:47.798,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z6mm/x350mm_y2mm/raster_log_2025-09-15 13:28:53.262_z6mm_x350mm_y2mm_ocr.csv,18
0.35,0.003,0.006,True,1.0,0.00671,2025-09-15 13:35:47.801,2025-09-15 13:35:57.064,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z6mm/x350mm_y3mm/raster_log_2025-09-15 13:28:53.262_z6mm_x350mm_y3mm_ocr.csv,18
0.35,0.004,0.006,True,1.0,0.00721,2025-09-15 13:35:57.068,2025-09-15 13:36:06.331,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z6mm/x350mm_y4mm/raster_log_2025-09-15 13:28:53.262_z6mm_x350mm_y4mm_ocr.csv,18
0.35,0.005,0.006,True,1.0,0.00781,2025-09-15 13:36:06.334,2025-09-15 13:36:15.597,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z6mm/x350mm_y5mm/raster_log_2025-09-15 13:28:53.262_z6mm_x350mm_y5mm_ocr.csv,18
0.35,0.006,0.006,True,1.0,0.00849,2025-09-15 13:36:15.600,2025-09-15 13:36:24.864,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z6mm/x350mm_y6mm/raster_log_2025-09-15 13:28:53.262_z6mm_x350mm_y6mm_ocr.csv,18
0.35,0.007,0.006,True,1.0,0.00922,2025-09-15 13:36:24.867,2025-09-15 13:36:34.131,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z6mm/x350mm_y7mm/raster_log_2025-09-15 13:28:53.262_z6mm_x350mm_y7mm_ocr.csv,18
0.35,0.008,0.006,True,1.0,0.01,2025-09-15 13:36:34.134,2025-09-15 13:36:43.398,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z6mm/x350mm_y8mm/raster_log_2025-09-15 13:28:53.262_z6mm_x350mm_y8mm_ocr.csv,18
0.35,0.009000000000000001,0.006,True,1.0,0.01082,2025-09-15 13:36:43.400,2025-09-15 13:36:52.664,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z6mm/x350mm_y9mm/raster_log_2025-09-15 13:28:53.262_z6mm_x350mm_y9mm_ocr.csv,18
