idx,t_iso,elapsed_s,ocr_text,extracted_number,img_path
1,2025-09-15T12:50:27.929192,0.0,47,47,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm/x350mm_y11mm/raster_log_2025-09-15 12:32:46.839_z4mm_x350mm_y11mm_2025-09-15_12-50-27.928_000.png
2,2025-09-15T12:50:28.170446,0.251,37,37,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm/x350mm_y11mm/raster_log_2025-09-15 12:32:46.839_z4mm_x350mm_y11mm_2025-09-15_12-50-28.169_001.png
3,2025-09-15T12:50:28.423920,0.501,38,38,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm/x350mm_y11mm/raster_log_2025-09-15 12:32:46.839_z4mm_x350mm_y11mm_2025-09-15_12-50-28.423_002.png
4,2025-09-15T12:50:28.675486,0.751,38,38,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm/x350mm_y11mm/raster_log_2025-09-15 12:32:46.839_z4mm_x350mm_y11mm_2025-09-15_12-50-28.674_003.png
5,2025-09-15T12:50:28.922740,1.001,30,30,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm/x350mm_y11mm/raster_log_2025-09-15 12:32:46.839_z4mm_x350mm_y11mm_2025-09-15_12-50-28.922_004.png
6,2025-09-15T12:50:29.175679,1.251,30,30,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm/x350mm_y11mm/raster_log_2025-09-15 12:32:46.839_z4mm_x350mm_y11mm_2025-09-15_12-50-29.175_005.png
7,2025-09-15T12:50:29.421443,1.501,15,15,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm/x350mm_y11mm/raster_log_2025-09-15 12:32:46.839_z4mm_x350mm_y11mm_2025-09-15_12-50-29.420_006.png
8,2025-09-15T12:50:29.686285,1.751,6,6,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm/x350mm_y11mm/raster_log_2025-09-15 12:32:46.839_z4mm_x350mm_y11mm_2025-09-15_12-50-29.685_007.png
9,2025-09-15T12:50:29.921234,2.001,6,6,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm/x350mm_y11mm/raster_log_2025-09-15 12:32:46.839_z4mm_x350mm_y11mm_2025-09-15_12-50-29.920_008.png
10,2025-09-15T12:50:30.172160,2.251,9,9,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm/x350mm_y11mm/raster_log_2025-09-15 12:32:46.839_z4mm_x350mm_y11mm_2025-09-15_12-50-30.171_009.png
11,2025-09-15T12:50:30.422117,2.5,9,9,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm/x350mm_y11mm/raster_log_2025-09-15 12:32:46.839_z4mm_x350mm_y11mm_2025-09-15_12-50-30.421_010.png
12,2025-09-15T12:50:30.683512,2.751,11,11,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm/x350mm_y11mm/raster_log_2025-09-15 12:32:46.839_z4mm_x350mm_y11mm_2025-09-15_12-50-30.683_011.png
13,2025-09-15T12:50:30.920609,3.001,15,15,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm/x350mm_y11mm/raster_log_2025-09-15 12:32:46.839_z4mm_x350mm_y11mm_2025-09-15_12-50-30.920_012.png
14,2025-09-15T12:50:31.170415,3.251,15,15,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm/x350mm_y11mm/raster_log_2025-09-15 12:32:46.839_z4mm_x350mm_y11mm_2025-09-15_12-50-31.169_013.png
15,2025-09-15T12:50:31.424323,3.501,13,13,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z4mm/x350mm_y11mm/raster_log_2025-09-15 12:32:46.839_z4mm_x350mm_y11mm_2025-09-15_12-50-31.423_014.png
