x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures
0.35,0.0,0.002,True,1.0,0.002,2025-09-11 16:16:27.633,2025-09-11 16:16:36.288,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.001,0.002,True,1.0,0.00224,2025-09-11 16:16:36.292,2025-09-11 16:16:42.547,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.002,0.002,True,1.0,0.00283,2025-09-11 16:16:42.550,2025-09-11 16:16:48.813,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.003,0.002,True,1.0,0.00361,2025-09-11 16:16:48.816,2025-09-11 16:16:55.080,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.004,0.002,True,1.0,0.00447,2025-09-11 16:16:55.084,2025-09-11 16:17:01.347,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.005,0.002,True,1.0,0.00539,2025-09-11 16:17:01.350,2025-09-11 16:17:07.613,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.006,0.002,True,1.0,0.00632,2025-09-11 16:17:07.617,2025-09-11 16:17:13.881,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.007,0.002,True,1.0,0.00728,2025-09-11 16:17:13.885,2025-09-11 16:17:20.147,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.008,0.002,True,1.0,0.00825,2025-09-11 16:17:20.150,2025-09-11 16:17:26.414,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.009000000000000001,0.002,True,1.0,0.00922,2025-09-11 16:17:26.417,2025-09-11 16:17:32.680,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.01,0.002,True,1.0,0.0102,2025-09-11 16:17:32.684,2025-09-11 16:17:38.947,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.011,0.002,True,1.0,0.01118,2025-09-11 16:17:38.950,2025-09-11 16:17:45.214,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.012,0.002,True,1.0,0.01217,2025-09-11 16:17:45.217,2025-09-11 16:17:51.481,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.013000000000000001,0.002,True,1.0,0.01315,2025-09-11 16:17:51.484,2025-09-11 16:17:57.747,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.014,0.002,True,1.0,0.01414,2025-09-11 16:17:57.750,2025-09-11 16:18:04.014,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.015,0.002,True,1.0,0.01513,2025-09-11 16:18:04.016,2025-09-11 16:18:10.281,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.016,0.002,True,1.0,0.01612,2025-09-11 16:18:10.284,2025-09-11 16:18:16.547,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.017,0.002,True,1.0,0.01712,2025-09-11 16:18:16.550,2025-09-11 16:18:22.814,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.018000000000000002,0.002,True,1.0,0.01811,2025-09-11 16:18:22.817,2025-09-11 16:18:29.080,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.019,0.002,True,1.0,0.0191,2025-09-11 16:18:29.085,2025-09-11 16:18:35.347,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
0.35,0.02,0.002,True,1.0,0.0201,2025-09-11 16:18:35.349,2025-09-11 16:18:41.614,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm_1/raster_log_2025-09-11 16:16:25.581_z2mm_z2mm_1_ocr.csv,24
