idx,t_iso,elapsed_s,ocr_text,extracted_number,img_path
1,2025-09-11T17:12:16.047413,0.0,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-16.046_000.png
2,2025-09-11T17:12:16.294711,0.251,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-16.294_001.png
3,2025-09-11T17:12:16.554430,0.501,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-16.553_002.png
4,2025-09-11T17:12:16.798800,0.751,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-16.798_003.png
5,2025-09-11T17:12:17.046926,1.001,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-17.046_004.png
6,2025-09-11T17:12:17.303703,1.251,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-17.302_005.png
7,2025-09-11T17:12:17.547584,1.501,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-17.547_006.png
8,2025-09-11T17:12:17.802052,1.751,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-17.801_007.png
9,2025-09-11T17:12:18.043197,2.001,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-18.042_008.png
10,2025-09-11T17:12:18.294763,2.251,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-18.294_009.png
11,2025-09-11T17:12:18.545800,2.501,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-18.545_010.png
12,2025-09-11T17:12:18.796694,2.751,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-18.795_011.png
13,2025-09-11T17:12:19.048808,3.001,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-19.048_012.png
14,2025-09-11T17:12:19.299031,3.251,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-19.298_013.png
15,2025-09-11T17:12:19.550007,3.501,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-19.549_014.png
16,2025-09-11T17:12:19.804178,3.751,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-19.803_015.png
17,2025-09-11T17:12:20.050041,4.001,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-20.049_016.png
18,2025-09-11T17:12:20.295989,4.25,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-20.295_017.png
19,2025-09-11T17:12:20.549612,4.501,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-20.548_018.png
20,2025-09-11T17:12:20.795849,4.751,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-20.795_019.png
21,2025-09-11T17:12:21.050257,5.001,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-21.049_020.png
22,2025-09-11T17:12:21.308138,5.251,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-21.307_021.png
23,2025-09-11T17:12:21.544579,5.5,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y25mm/raster_log_2025-09-11 16:58:57.576_z3mm_x350mm_y25mm_2025-09-11_17-12-21.544_022.png
