x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures,ocr_raw,ocr_mean,ocr_n,ocr_times
0.35,0.0,0.003,True,1.0,0.003,2025-09-15 12:43:54.053,2025-09-15 12:44:00.985,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y0mm/raster_log_2025-09-15 12:32:46.839_z3mm_x350mm_y0mm_ocr.csv,24,"1298, 1771, 4771, 1756, 1779, 1779, 1782, 1794, 1794, 1750, 1750, 1804, 1804, 1781",1958.07,14,"12:43:56, 12:43:56, 12:43:56, 12:43:57, 12:43:57, 12:43:57, 12:43:57, 12:43:58, 12:43:58, 12:43:58, 12:43:58, 12:43:59, 12:43:59, 12:43:59"
0.35,0.001,0.003,True,1.0,0.00316,2025-09-15 12:44:00.988,2025-09-15 12:44:07.232,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y1mm/raster_log_2025-09-15 12:32:46.839_z3mm_x350mm_y1mm_ocr.csv,24,"1723, 1742, 1742, 1764, 1792, 1792, 1838, 1838, 1752, 1752, 1712, 1741, 1741, 1706",1759.64,14,"12:44:02, 12:44:02, 12:44:03, 12:44:03, 12:44:03, 12:44:03, 12:44:04, 12:44:04, 12:44:04, 12:44:04, 12:44:05, 12:44:05, 12:44:05, 12:44:05"
0.35,0.002,0.003,True,1.0,0.00361,2025-09-15 12:44:07.237,2025-09-15 12:44:13.498,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y2mm/raster_log_2025-09-15 12:32:46.839_z3mm_x350mm_y2mm_ocr.csv,24,"1767, 1675, 1675, 1690, 1690, 1690, 1690, 1754, 1733, 1733, 1691, 1695, 1695, 1692",1705.00,14,"12:44:08, 12:44:09, 12:44:09, 12:44:09, 12:44:09, 12:44:10, 12:44:10, 12:44:10, 12:44:10, 12:44:11, 12:44:11, 12:44:11, 12:44:11, 12:44:12"
0.35,0.003,0.003,True,1.0,0.00424,2025-09-15 12:44:13.502,2025-09-15 12:44:19.765,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y3mm/raster_log_2025-09-15 12:32:46.839_z3mm_x350mm_y3mm_ocr.csv,24,"1634, 1634, 1596, 1648, 1648, 1689, 1689, 1669, 1669, 1646, 1620, 1620, 1620, 1620",1643.00,14,"12:44:15, 12:44:15, 12:44:15, 12:44:15, 12:44:16, 12:44:16, 12:44:16, 12:44:16, 12:44:17, 12:44:17, 12:44:17, 12:44:17, 12:44:18, 12:44:18"
0.35,0.004,0.003,True,1.0,0.005,2025-09-15 12:44:19.768,2025-09-15 12:44:26.032,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y4mm/raster_log_2025-09-15 12:32:46.839_z3mm_x350mm_y4mm_ocr.csv,24,"1525, 1525, 1483, 1495, 1495, 1540, 1540, 1497, 1466, 1466, 1489, 1489, 1517, 1517",1503.14,14,"12:44:21, 12:44:21, 12:44:21, 12:44:22, 12:44:22, 12:44:22, 12:44:22, 12:44:23, 12:44:23, 12:44:23, 12:44:23, 12:44:24, 12:44:24, 12:44:24"
0.35,0.005,0.003,True,1.0,0.00583,2025-09-15 12:44:26.034,2025-09-15 12:44:32.298,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y5mm/raster_log_2025-09-15 12:32:46.839_z3mm_x350mm_y5mm_ocr.csv,24,"1273, 1273, 1207, 1207, 1244, 1219, 1219, 1192, 1192, 1201, 1220, 1220, 1197, 1197",1218.64,14,"12:44:27, 12:44:27, 12:44:28, 12:44:28, 12:44:28, 12:44:28, 12:44:29, 12:44:29, 12:44:29, 12:44:29, 12:44:30, 12:44:30, 12:44:30, 12:44:30"
0.35,0.006,0.003,True,1.0,0.00671,2025-09-15 12:44:32.301,2025-09-15 12:44:38.565,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y6mm/raster_log_2025-09-15 12:32:46.839_z3mm_x350mm_y6mm_ocr.csv,24,"1060, 904, 839, 839, 785, 785, 737, 735, 735, 727, 727, 797, 795, 795",804.29,14,"12:44:33, 12:44:34, 12:44:34, 12:44:34, 12:44:34, 12:44:35, 12:44:35, 12:44:35, 12:44:35, 12:44:36, 12:44:36, 12:44:36, 12:44:36, 12:44:37"
0.35,0.007,0.003,True,1.0,0.00762,2025-09-15 12:44:38.568,2025-09-15 12:44:44.831,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y7mm/raster_log_2025-09-15 12:32:46.839_z3mm_x350mm_y7mm_ocr.csv,24,"675, 545, 450, 450, 430, 430, 456, 422, 422, 432, 432, 409, 419, 419",456.50,14,"12:44:40, 12:44:40, 12:44:40, 12:44:40, 12:44:41, 12:44:41, 12:44:41, 12:44:41, 12:44:42, 12:44:42, 12:44:42, 12:44:42, 12:44:43, 12:44:43"
0.35,0.008,0.003,True,1.0,0.00854,2025-09-15 12:44:44.834,2025-09-15 12:44:51.098,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y8mm/raster_log_2025-09-15 12:32:46.839_z3mm_x350mm_y8mm_ocr.csv,24,"344, 245, 245, 204, 200, 200, 189, 190, 190, 186, 186, 210, 210, 186",213.21,14,"12:44:46, 12:44:46, 12:44:46, 12:44:47, 12:44:47, 12:44:47, 12:44:47, 12:44:48, 12:44:48, 12:44:48, 12:44:48, 12:44:49, 12:44:49, 12:44:49"
0.35,0.009000000000000001,0.003,True,1.0,0.00949,2025-09-15 12:44:51.101,2025-09-15 12:44:57.366,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y9mm/raster_log_2025-09-15 12:32:46.839_z3mm_x350mm_y9mm_ocr.csv,24,"126, 76, 76, 60, 60, 48, 46, 46, 64, 64, 69, 68, 68, 66",66.93,14,"12:44:52, 12:44:52, 12:44:53, 12:44:53, 12:44:53, 12:44:53, 12:44:54, 12:44:54, 12:44:54, 12:44:54, 12:44:55, 12:44:55, 12:44:55, 12:44:55"
0.35,0.01,0.003,True,1.0,0.01044,2025-09-15 12:44:57.370,2025-09-15 12:45:03.631,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm/x350mm_y10mm/raster_log_2025-09-15 12:32:46.839_z3mm_x350mm_y10mm_ocr.csv,24,"20, 12, 125, 11, 11, 10, 11, 411, 11, 11, 13, 417, 17, 18",78.43,14,"12:44:58, 12:44:59, 12:44:59, 12:44:59, 12:44:59, 12:45:00, 12:45:00, 12:45:00, 12:45:00, 12:45:01, 12:45:01, 12:45:01, 12:45:01, 12:45:02"
