x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures
0.35,0.0,0.1,True,1.0,0.1,2025-09-15 15:46:23.461,2025-09-15 15:46:33.606,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z100mm/x350mm_y0mm/raster_log_2025-09-15 15:28:13.386_z100mm_x350mm_y0mm_ocr.csv,18
0.35,0.002,0.1,True,1.0,0.10002,2025-09-15 15:46:33.609,2025-09-15 15:46:42.964,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z100mm/x350mm_y2mm/raster_log_2025-09-15 15:28:13.386_z100mm_x350mm_y2mm_ocr.csv,18
0.35,0.004,0.1,True,1.0,0.10008,2025-09-15 15:46:42.967,2025-09-15 15:46:52.331,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z100mm/x350mm_y4mm/raster_log_2025-09-15 15:28:13.386_z100mm_x350mm_y4mm_ocr.csv,18
0.35,0.006,0.1,True,1.0,0.10018,2025-09-15 15:46:52.333,2025-09-15 15:47:01.697,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z100mm/x350mm_y6mm/raster_log_2025-09-15 15:28:13.386_z100mm_x350mm_y6mm_ocr.csv,18
0.35,0.008,0.1,True,1.0,0.10032,2025-09-15 15:47:01.700,2025-09-15 15:47:11.064,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z100mm/x350mm_y8mm/raster_log_2025-09-15 15:28:13.386_z100mm_x350mm_y8mm_ocr.csv,18
0.35,0.01,0.1,True,1.0,0.1005,2025-09-15 15:47:11.067,2025-09-15 15:47:20.430,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z100mm/x350mm_y10mm/raster_log_2025-09-15 15:28:13.386_z100mm_x350mm_y10mm_ocr.csv,18
0.35,0.012,0.1,True,1.0,0.10072,2025-09-15 15:47:20.432,2025-09-15 15:47:29.798,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z100mm/x350mm_y12mm/raster_log_2025-09-15 15:28:13.386_z100mm_x350mm_y12mm_ocr.csv,18
0.35,0.014,0.1,True,1.0,0.10098,2025-09-15 15:47:29.801,2025-09-15 15:47:39.164,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z100mm/x350mm_y14mm/raster_log_2025-09-15 15:28:13.386_z100mm_x350mm_y14mm_ocr.csv,18
0.35,0.016,0.1,True,1.0,0.10127,2025-09-15 15:47:39.167,2025-09-15 15:47:48.531,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z100mm/x350mm_y16mm/raster_log_2025-09-15 15:28:13.386_z100mm_x350mm_y16mm_ocr.csv,18
0.35,0.018000000000000002,0.1,True,1.0,0.10161,2025-09-15 15:47:48.534,2025-09-15 15:47:57.897,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z100mm/x350mm_y18mm/raster_log_2025-09-15 15:28:13.386_z100mm_x350mm_y18mm_ocr.csv,18
