x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures
0.35,0.0,0.09,True,1.0,0.09,2025-09-15 15:37:51.958,2025-09-15 15:38:02.065,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y0mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y0mm_ocr.csv,18
0.35,0.002,0.09,True,1.0,0.09002,2025-09-15 15:38:02.067,2025-09-15 15:38:11.430,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y2mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y2mm_ocr.csv,18
0.35,0.004,0.09,True,1.0,0.09009,2025-09-15 15:38:11.433,2025-09-15 15:38:20.795,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y4mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y4mm_ocr.csv,18
0.35,0.006,0.09,True,1.0,0.0902,2025-09-15 15:38:20.798,2025-09-15 15:38:30.164,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y6mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y6mm_ocr.csv,18
0.35,0.008,0.09,True,1.0,0.09035,2025-09-15 15:38:30.166,2025-09-15 15:38:39.531,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y8mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y8mm_ocr.csv,18
0.35,0.01,0.09,True,1.0,0.09055,2025-09-15 15:38:39.535,2025-09-15 15:38:48.897,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y10mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y10mm_ocr.csv,18
0.35,0.012,0.09,True,1.0,0.0908,2025-09-15 15:38:48.900,2025-09-15 15:38:58.266,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y12mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y12mm_ocr.csv,18
0.35,0.014,0.09,True,1.0,0.09108,2025-09-15 15:38:58.268,2025-09-15 15:39:07.631,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y14mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y14mm_ocr.csv,18
0.35,0.016,0.09,True,1.0,0.09141,2025-09-15 15:39:07.634,2025-09-15 15:39:16.997,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y16mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y16mm_ocr.csv,18
0.35,0.018000000000000002,0.09,True,1.0,0.09178,2025-09-15 15:39:17.000,2025-09-15 15:39:26.362,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y18mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y18mm_ocr.csv,18
0.35,0.02,0.09,True,1.0,0.0922,2025-09-15 15:39:26.365,2025-09-15 15:39:35.731,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y20mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y20mm_ocr.csv,18
0.35,0.022,0.09,True,1.0,0.09265,2025-09-15 15:39:35.734,2025-09-15 15:39:45.097,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y22mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y22mm_ocr.csv,18
0.35,0.024,0.09,True,1.0,0.09315,2025-09-15 15:39:45.100,2025-09-15 15:39:54.464,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y24mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y24mm_ocr.csv,18
0.35,0.026000000000000002,0.09,True,1.0,0.09368,2025-09-15 15:39:54.468,2025-09-15 15:40:03.831,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y26mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y26mm_ocr.csv,18
0.35,0.028,0.09,True,1.0,0.09425,2025-09-15 15:40:03.834,2025-09-15 15:40:13.196,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y28mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y28mm_ocr.csv,18
0.35,0.03,0.09,True,1.0,0.09487,2025-09-15 15:40:13.199,2025-09-15 15:40:22.564,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y30mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y30mm_ocr.csv,18
0.35,0.032,0.09,True,1.0,0.09552,2025-09-15 15:40:22.569,2025-09-15 15:40:31.931,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y32mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y32mm_ocr.csv,18
0.35,0.034,0.09,True,1.0,0.09621,2025-09-15 15:40:31.936,2025-09-15 15:40:41.299,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y34mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y34mm_ocr.csv,18
0.35,0.036000000000000004,0.09,True,1.0,0.09693,2025-09-15 15:40:41.304,2025-09-15 15:40:50.664,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y36mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y36mm_ocr.csv,18
0.35,0.038,0.09,True,1.0,0.09769,2025-09-15 15:40:50.667,2025-09-15 15:41:00.029,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y38mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y38mm_ocr.csv,18
0.35,0.04,0.09,True,1.0,0.09849,2025-09-15 15:41:00.032,2025-09-15 15:41:09.396,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y40mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y40mm_ocr.csv,18
0.35,0.042,0.09,True,1.0,0.09932,2025-09-15 15:41:09.400,2025-09-15 15:41:18.763,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y42mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y42mm_ocr.csv,18
0.35,0.044,0.09,True,1.0,0.10018,2025-09-15 15:41:18.765,2025-09-15 15:41:28.131,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y44mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y44mm_ocr.csv,18
0.35,0.046,0.09,True,1.0,0.10107,2025-09-15 15:41:28.133,2025-09-15 15:41:37.496,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y46mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y46mm_ocr.csv,18
0.35,0.048,0.09,True,1.0,0.102,2025-09-15 15:41:37.498,2025-09-15 15:41:46.864,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y48mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y48mm_ocr.csv,18
0.35,0.05,0.09,True,1.0,0.10296,2025-09-15 15:41:46.868,2025-09-15 15:41:56.230,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y50mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y50mm_ocr.csv,18
0.35,0.052000000000000005,0.09,True,1.0,0.10394,2025-09-15 15:41:56.233,2025-09-15 15:42:05.597,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y52mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y52mm_ocr.csv,18
0.35,0.054,0.09,True,1.0,0.10496,2025-09-15 15:42:05.601,2025-09-15 15:42:14.964,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y54mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y54mm_ocr.csv,18
0.35,0.056,0.09,True,1.0,0.106,2025-09-15 15:42:14.967,2025-09-15 15:42:24.331,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y56mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y56mm_ocr.csv,18
0.35,0.058,0.09,True,1.0,0.10707,2025-09-15 15:42:24.334,2025-09-15 15:42:33.696,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y58mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y58mm_ocr.csv,18
0.35,0.06,0.09,True,1.0,0.10817,2025-09-15 15:42:33.700,2025-09-15 15:42:43.065,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y60mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y60mm_ocr.csv,18
0.35,0.062,0.09,True,1.0,0.10929,2025-09-15 15:42:43.068,2025-09-15 15:42:52.431,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y62mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y62mm_ocr.csv,18
0.35,0.064,0.09,True,1.0,0.11044,2025-09-15 15:42:52.434,2025-09-15 15:43:01.797,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y64mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y64mm_ocr.csv,18
0.35,0.066,0.09,True,1.0,0.11161,2025-09-15 15:43:01.800,2025-09-15 15:43:11.164,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y66mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y66mm_ocr.csv,18
0.35,0.068,0.09,True,1.0,0.1128,2025-09-15 15:43:11.167,2025-09-15 15:43:20.531,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y68mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y68mm_ocr.csv,18
0.35,0.07,0.09,True,1.0,0.11402,2025-09-15 15:43:20.534,2025-09-15 15:43:29.898,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y70mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y70mm_ocr.csv,18
0.35,0.07200000000000001,0.09,True,1.0,0.11526,2025-09-15 15:43:29.901,2025-09-15 15:43:39.263,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z90mm/x350mm_y72mm/raster_log_2025-09-15 15:28:13.386_z90mm_x350mm_y72mm_ocr.csv,18
