idx,t_iso,elapsed_s,ocr_text,extracted_number,img_path
1,2025-09-11T15:39:58.320411,0.001,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-39-58.319_000.png
2,2025-09-11T15:39:58.574734,0.251,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-39-58.574_001.png
3,2025-09-11T15:39:58.821820,0.501,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-39-58.821_002.png
4,2025-09-11T15:39:59.070452,0.751,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-39-59.069_003.png
5,2025-09-11T15:39:59.325962,1.0,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-39-59.325_004.png
6,2025-09-11T15:39:59.570373,1.251,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-39-59.569_005.png
7,2025-09-11T15:39:59.823334,1.501,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-39-59.822_006.png
8,2025-09-11T15:40:00.080053,1.751,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-00.079_007.png
9,2025-09-11T15:40:00.323119,2.001,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-00.322_008.png
10,2025-09-11T15:40:00.574817,2.251,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-00.574_009.png
11,2025-09-11T15:40:00.825834,2.501,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-00.825_010.png
12,2025-09-11T15:40:01.079184,2.751,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-01.078_011.png
13,2025-09-11T15:40:01.326591,3.001,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-01.326_012.png
14,2025-09-11T15:40:01.573784,3.251,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-01.573_013.png
15,2025-09-11T15:40:01.820656,3.5,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-01.820_014.png
16,2025-09-11T15:40:02.079547,3.751,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-02.079_015.png
17,2025-09-11T15:40:02.326914,4.001,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-02.326_016.png
18,2025-09-11T15:40:02.580726,4.251,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-02.580_017.png
19,2025-09-11T15:40:02.830023,4.501,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-02.829_018.png
20,2025-09-11T15:40:03.077776,4.751,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-03.077_019.png
21,2025-09-11T15:40:03.321112,5.001,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-03.320_020.png
22,2025-09-11T15:40:03.571785,5.251,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-03.571_021.png
23,2025-09-11T15:40:03.829982,5.501,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-03.829_022.png
24,2025-09-11T15:40:04.072964,5.751,o,0,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z3mm_1/raster_log_2025-09-11 15:18:38.786_z3mm_z3mm_1_2025-09-11_15-40-04.072_023.png
