x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures
0.35,0.0,0.06,True,1.0,0.06,2025-09-15 15:03:18.027,2025-09-15 15:03:27.961,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x350mm_y0mm/raster_log_2025-09-15 14:42:54.976_z60mm_x350mm_y0mm_ocr.csv,18
0.35,0.001,0.06,True,1.0,0.06001,2025-09-15 15:03:27.965,2025-09-15 15:03:37.230,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x350mm_y1mm/raster_log_2025-09-15 14:42:54.976_z60mm_x350mm_y1mm_ocr.csv,18
0.35,0.002,0.06,True,1.0,0.06003,2025-09-15 15:03:37.234,2025-09-15 15:03:46.498,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x350mm_y2mm/raster_log_2025-09-15 14:42:54.976_z60mm_x350mm_y2mm_ocr.csv,18
0.35,0.003,0.06,True,1.0,0.06007,2025-09-15 15:03:46.501,2025-09-15 15:03:55.764,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x350mm_y3mm/raster_log_2025-09-15 14:42:54.976_z60mm_x350mm_y3mm_ocr.csv,18
0.35,0.004,0.06,True,1.0,0.06013,2025-09-15 15:03:55.767,2025-09-15 15:04:05.031,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x350mm_y4mm/raster_log_2025-09-15 14:42:54.976_z60mm_x350mm_y4mm_ocr.csv,18
0.35,0.005,0.06,True,1.0,0.06021,2025-09-15 15:04:05.034,2025-09-15 15:04:14.298,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x350mm_y5mm/raster_log_2025-09-15 14:42:54.976_z60mm_x350mm_y5mm_ocr.csv,18
0.35,0.006,0.06,True,1.0,0.0603,2025-09-15 15:04:14.301,2025-09-15 15:04:23.563,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x350mm_y6mm/raster_log_2025-09-15 14:42:54.976_z60mm_x350mm_y6mm_ocr.csv,18
0.35,0.007,0.06,True,1.0,0.06041,2025-09-15 15:04:23.566,2025-09-15 15:04:32.831,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x350mm_y7mm/raster_log_2025-09-15 14:42:54.976_z60mm_x350mm_y7mm_ocr.csv,18
0.35,0.008,0.06,True,1.0,0.06053,2025-09-15 15:04:32.834,2025-09-15 15:04:42.098,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x350mm_y8mm/raster_log_2025-09-15 14:42:54.976_z60mm_x350mm_y8mm_ocr.csv,18
0.35,0.009000000000000001,0.06,True,1.0,0.06067,2025-09-15 15:04:42.102,2025-09-15 15:04:51.364,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z60mm/x350mm_y9mm/raster_log_2025-09-15 14:42:54.976_z60mm_x350mm_y9mm_ocr.csv,18
