x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures
0.35,0.0,0.04,True,1.0,0.04,2025-09-15 14:42:57.022,2025-09-15 14:43:08.310,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y0mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y0mm_ocr.csv,18
0.35,0.001,0.04,True,1.0,0.04001,2025-09-15 14:43:08.315,2025-09-15 14:43:17.563,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y1mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y1mm_ocr.csv,18
0.35,0.002,0.04,True,1.0,0.04005,2025-09-15 14:43:17.565,2025-09-15 14:43:26.831,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y2mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y2mm_ocr.csv,18
0.35,0.003,0.04,True,1.0,0.04011,2025-09-15 14:43:26.834,2025-09-15 14:43:36.096,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y3mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y3mm_ocr.csv,18
0.35,0.004,0.04,True,1.0,0.0402,2025-09-15 14:43:36.098,2025-09-15 14:43:45.363,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y4mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y4mm_ocr.csv,18
0.35,0.005,0.04,True,1.0,0.04031,2025-09-15 14:43:45.365,2025-09-15 14:43:54.631,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y5mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y5mm_ocr.csv,18
0.35,0.006,0.04,True,1.0,0.04045,2025-09-15 14:43:54.634,2025-09-15 14:44:03.897,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y6mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y6mm_ocr.csv,18
0.35,0.007,0.04,True,1.0,0.04061,2025-09-15 14:44:03.900,2025-09-15 14:44:13.164,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y7mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y7mm_ocr.csv,18
0.35,0.008,0.04,True,1.0,0.04079,2025-09-15 14:44:13.167,2025-09-15 14:44:22.430,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y8mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y8mm_ocr.csv,18
0.35,0.009000000000000001,0.04,True,1.0,0.041,2025-09-15 14:44:22.433,2025-09-15 14:44:31.696,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y9mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y9mm_ocr.csv,18
0.35,0.01,0.04,True,1.0,0.04123,2025-09-15 14:44:31.699,2025-09-15 14:44:40.962,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y10mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y10mm_ocr.csv,18
0.35,0.011,0.04,True,1.0,0.04148,2025-09-15 14:44:40.965,2025-09-15 14:44:50.231,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y11mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y11mm_ocr.csv,18
0.35,0.012,0.04,True,1.0,0.04176,2025-09-15 14:44:50.234,2025-09-15 14:44:59.498,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y12mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y12mm_ocr.csv,18
0.35,0.013000000000000001,0.04,True,1.0,0.04206,2025-09-15 14:44:59.500,2025-09-15 14:45:08.764,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y13mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y13mm_ocr.csv,18
0.35,0.014,0.04,True,1.0,0.04238,2025-09-15 14:45:08.767,2025-09-15 14:45:18.031,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y14mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y14mm_ocr.csv,18
0.35,0.015,0.04,True,1.0,0.04272,2025-09-15 14:45:18.033,2025-09-15 14:45:27.296,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y15mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y15mm_ocr.csv,18
0.35,0.016,0.04,True,1.0,0.04308,2025-09-15 14:45:27.298,2025-09-15 14:45:36.564,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y16mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y16mm_ocr.csv,18
0.35,0.017,0.04,True,1.0,0.04346,2025-09-15 14:45:36.567,2025-09-15 14:45:45.831,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y17mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y17mm_ocr.csv,18
0.35,0.018000000000000002,0.04,True,1.0,0.04386,2025-09-15 14:45:45.833,2025-09-15 14:45:55.098,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z40mm/x350mm_y18mm/raster_log_2025-09-15 14:42:54.976_z40mm_x350mm_y18mm_ocr.csv,18
