x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures
0.35,0.0,0.002,True,1.0,0.002,2025-09-11 16:56:20.256,2025-09-11 16:56:28.761,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x350mm_y0mm/raster_log_2025-09-11 16:56:18.201_z2mm_x350mm_y0mm_ocr.csv,24
0.35,0.001,0.002,True,1.0,0.00224,2025-09-11 16:56:28.764,2025-09-11 16:56:35.261,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x350mm_y1mm/raster_log_2025-09-11 16:56:18.201_z2mm_x350mm_y1mm_ocr.csv,24
0.35,0.002,0.002,True,1.0,0.00283,2025-09-11 16:56:35.264,2025-09-11 16:56:41.761,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x350mm_y2mm/raster_log_2025-09-11 16:56:18.201_z2mm_x350mm_y2mm_ocr.csv,24
0.35,0.003,0.002,True,1.0,0.00361,2025-09-11 16:56:41.764,2025-09-11 16:56:48.261,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x350mm_y3mm/raster_log_2025-09-11 16:56:18.201_z2mm_x350mm_y3mm_ocr.csv,24
0.35,0.004,0.002,True,1.0,0.00447,2025-09-11 16:56:48.264,2025-09-11 16:56:54.761,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x350mm_y4mm/raster_log_2025-09-11 16:56:18.201_z2mm_x350mm_y4mm_ocr.csv,24
0.35,0.005,0.002,True,1.0,0.00539,2025-09-11 16:56:54.764,2025-09-11 16:57:01.261,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x350mm_y5mm/raster_log_2025-09-11 16:56:18.201_z2mm_x350mm_y5mm_ocr.csv,24
0.35,0.006,0.002,True,1.0,0.00632,2025-09-11 16:57:01.264,2025-09-11 16:57:07.761,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z2mm/x350mm_y6mm/raster_log_2025-09-11 16:56:18.201_z2mm_x350mm_y6mm_ocr.csv,24
0.35,0.007,0.002,False,-1.0,0.00728,,,,0
0.35,0.008,0.002,False,-1.0,0.00825,,,,0
0.35,0.009000000000000001,0.002,False,-1.0,0.00922,,,,0
0.35,0.01,0.002,False,-1.0,0.0102,,,,0
0.35,0.011,0.002,False,-1.0,0.01118,,,,0
0.35,0.012,0.002,False,-1.0,0.01217,,,,0
0.35,0.013000000000000001,0.002,False,-1.0,0.01315,,,,0
0.35,0.014,0.002,False,-1.0,0.01414,,,,0
0.35,0.015,0.002,False,-1.0,0.01513,,,,0
0.35,0.016,0.002,False,-1.0,0.01612,,,,0
0.35,0.017,0.002,False,-1.0,0.01712,,,,0
0.35,0.018000000000000002,0.002,False,-1.0,0.01811,,,,0
0.35,0.019,0.002,False,-1.0,0.0191,,,,0
0.35,0.02,0.002,False,-1.0,0.0201,,,,0
0.35,0.021,0.002,False,-1.0,0.0211,,,,0
0.35,0.022,0.002,False,-1.0,0.02209,,,,0
