x,y,z,reachable,fraction,radial_distance,time_start,time_end,ocr_series_csv,n_captures,ocr_raw,ocr_mean,ocr_n,ocr_times
0.35,0.0,0.055,True,1.0,0.055,2025-10-29 11:45:28.761,2025-10-29 11:45:42.609,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z55mm/x350mm_y0mm/raster_log_2025-10-29 11:09:17.840_z55mm_x350mm_y0mm_ocr.csv,26,"44, 41, 33, 39, 42, 45, 45, 39, 41, 39, 39, 39, 45, 46, 46, 43, 43, 40, 44, 51",42.20,20,"11:45:31, 11:45:32, 11:45:32, 11:45:33, 11:45:33, 11:45:34, 11:45:34, 11:45:35, 11:45:35, 11:45:36, 11:45:36, 11:45:37, 11:45:37, 11:45:38, 11:45:38, 11:45:39, 11:45:39, 11:45:40, 11:45:40, 11:45:41"
0.35,0.002,0.055,True,1.0,0.05504,2025-10-29 11:45:42.613,2025-10-29 11:45:55.977,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z55mm/x350mm_y2mm/raster_log_2025-10-29 11:09:17.840_z55mm_x350mm_y2mm_ocr.csv,26,"43, 42, 39, 52, 43, 43, 46, 55, 60, 51, 49, 44, 39, 39, 38, 37, 37, 46, 47, 43",44.65,20,"11:45:45, 11:45:45, 11:45:46, 11:45:46, 11:45:47, 11:45:47, 11:45:48, 11:45:48, 11:45:49, 11:45:49, 11:45:50, 11:45:50, 11:45:51, 11:45:51, 11:45:52, 11:45:52, 11:45:53, 11:45:53, 11:45:54, 11:45:54"
0.35,0.004,0.055,True,1.0,0.05515,2025-10-29 11:45:55.980,2025-10-29 11:46:09.343,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z55mm/x350mm_y4mm/raster_log_2025-10-29 11:09:17.840_z55mm_x350mm_y4mm_ocr.csv,26,"53, 48, 57, 57, 47, 41, 45, 45, 50, 54, 47, 48, 44, 46, 39, 32, 33, 34, 47, 47",45.70,20,"11:45:58, 11:45:58, 11:45:59, 11:45:59, 11:46:00, 11:46:00, 11:46:01, 11:46:01, 11:46:02, 11:46:02, 11:46:03, 11:46:03, 11:46:04, 11:46:04, 11:46:05, 11:46:05, 11:46:06, 11:46:06, 11:46:07, 11:46:07"
0.35,0.006,0.055,True,1.0,0.05533,2025-10-29 11:46:09.346,2025-10-29 11:46:22.711,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z55mm/x350mm_y6mm/raster_log_2025-10-29 11:09:17.840_z55mm_x350mm_y6mm_ocr.csv,26,"42, 44, 49, 39, 46, 44, 45, 45, 48, 42, 43, 40, 39, 43, 48, 46, 42, 48, 48, 45",44.30,20,"11:46:11, 11:46:12, 11:46:12, 11:46:13, 11:46:13, 11:46:14, 11:46:14, 11:46:15, 11:46:15, 11:46:16, 11:46:16, 11:46:17, 11:46:17, 11:46:18, 11:46:18, 11:46:19, 11:46:19, 11:46:20, 11:46:20, 11:46:21"
0.35,0.008,0.055,True,1.0,0.05558,2025-10-29 11:46:22.716,2025-10-29 11:46:36.078,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z55mm/x350mm_y8mm/raster_log_2025-10-29 11:09:17.840_z55mm_x350mm_y8mm_ocr.csv,26,"48, 42, 52, 50, 45, 53, 55, 55, 46, 51, 52, 45, 46, 45, 45, 42, 40, 39, 43, 43",46.85,20,"11:46:25, 11:46:25, 11:46:26, 11:46:26, 11:46:27, 11:46:27, 11:46:28, 11:46:28, 11:46:29, 11:46:29, 11:46:30, 11:46:30, 11:46:31, 11:46:31, 11:46:32, 11:46:32, 11:46:33, 11:46:33, 11:46:34, 11:46:34"
0.35,0.01,0.055,True,1.0,0.0559,2025-10-29 11:46:36.081,2025-10-29 11:46:49.442,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z55mm/x350mm_y10mm/raster_log_2025-10-29 11:09:17.840_z55mm_x350mm_y10mm_ocr.csv,26,"39, 39, 38, 33, 44, 41, 41, 44, 44, 41, 44, 43, 38, 38, 28, 39, 39, 39, 40, 35",39.35,20,"11:46:38, 11:46:39, 11:46:39, 11:46:40, 11:46:40, 11:46:40, 11:46:41, 11:46:42, 11:46:42, 11:46:43, 11:46:43, 11:46:43, 11:46:44, 11:46:45, 11:46:45, 11:46:46, 11:46:46, 11:46:47, 11:46:47, 11:46:48"
0.35,0.012,0.055,True,1.0,0.05629,2025-10-29 11:46:49.448,2025-10-29 11:47:02.808,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z55mm/x350mm_y12mm/raster_log_2025-10-29 11:09:17.840_z55mm_x350mm_y12mm_ocr.csv,26,"43, 46, 38, 33, 31, 44, 43, 42, 44, 46, 43, 34, 39, 41, 43, 43, 36, 38, 43, 43",40.65,20,"11:46:51, 11:46:52, 11:46:52, 11:46:53, 11:46:53, 11:46:54, 11:46:54, 11:46:55, 11:46:55, 11:46:56, 11:46:56, 11:46:57, 11:46:57, 11:46:58, 11:46:58, 11:46:59, 11:46:59, 11:47:00, 11:47:00, 11:47:01"
0.35,0.014,0.055,True,1.0,0.05675,2025-10-29 11:47:02.811,2025-10-29 11:47:16.177,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z55mm/x350mm_y14mm/raster_log_2025-10-29 11:09:17.840_z55mm_x350mm_y14mm_ocr.csv,26,"38, 40, 43, 35, 35, 35, 45, 43, 41, 35, 43, 37, 33, 41, 43, 34, 20, 28, 36, 28",36.65,20,"11:47:05, 11:47:05, 11:47:06, 11:47:06, 11:47:07, 11:47:07, 11:47:08, 11:47:08, 11:47:09, 11:47:09, 11:47:10, 11:47:10, 11:47:11, 11:47:11, 11:47:12, 11:47:12, 11:47:13, 11:47:13, 11:47:14, 11:47:14"
0.35,0.016,0.055,True,1.0,0.05728,2025-10-29 11:47:16.180,2025-10-29 11:47:29.544,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z55mm/x350mm_y16mm/raster_log_2025-10-29 11:09:17.840_z55mm_x350mm_y16mm_ocr.csv,26,"34, 42, 35, 43, 41, 41, 39, 34, 24, 21, 30, 34, 39, 46, 27, 27, 295, 27, 27, 28",46.70,20,"11:47:18, 11:47:19, 11:47:19, 11:47:20, 11:47:20, 11:47:21, 11:47:21, 11:47:22, 11:47:22, 11:47:23, 11:47:23, 11:47:24, 11:47:24, 11:47:25, 11:47:25, 11:47:26, 11:47:26, 11:47:27, 11:47:27, 11:47:28"
0.35,0.018000000000000002,0.055,True,1.0,0.05787,2025-10-29 11:47:29.546,2025-10-29 11:47:42.910,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z55mm/x350mm_y18mm/raster_log_2025-10-29 11:09:17.840_z55mm_x350mm_y18mm_ocr.csv,26,"40, 39, 35, 36, 39, 36, 36, 33, 33, 26, 20, 31, 295, 36, 37, 33, 295, 31, 30, 31",59.60,20,"11:47:31, 11:47:32, 11:47:32, 11:47:33, 11:47:33, 11:47:34, 11:47:34, 11:47:35, 11:47:35, 11:47:36, 11:47:36, 11:47:37, 11:47:37, 11:47:38, 11:47:38, 11:47:39, 11:47:39, 11:47:40, 11:47:40, 11:47:41"
0.35,0.02,0.055,True,1.0,0.05852,2025-10-29 11:47:42.913,2025-10-29 11:47:56.277,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z55mm/x350mm_y20mm/raster_log_2025-10-29 11:09:17.840_z55mm_x350mm_y20mm_ocr.csv,26,"25, 23, 27, 30, 28, 28, 32, 28, 28, 23, 33, 27, 30, 31, 33, 28, 27, 23, 21, 23",27.40,20,"11:47:45, 11:47:45, 11:47:46, 11:47:46, 11:47:47, 11:47:47, 11:47:48, 11:47:48, 11:47:49, 11:47:49, 11:47:50, 11:47:50, 11:47:51, 11:47:51, 11:47:52, 11:47:52, 11:47:53, 11:47:53, 11:47:54, 11:47:54"
0.35,0.022,0.055,True,1.0,0.05924,2025-10-29 11:47:56.279,2025-10-29 11:48:09.644,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z55mm/x350mm_y22mm/raster_log_2025-10-29 11:09:17.840_z55mm_x350mm_y22mm_ocr.csv,26,"20, 21, 21, 18, 18, 19, 417, 16, 23, 25, 34, 32, 30, 25, 23, 22, 27, 28, 26, 31",43.80,20,"11:47:58, 11:47:59, 11:47:59, 11:48:00, 11:48:00, 11:48:01, 11:48:01, 11:48:02, 11:48:02, 11:48:03, 11:48:03, 11:48:04, 11:48:04, 11:48:05, 11:48:05, 11:48:06, 11:48:06, 11:48:07, 11:48:07, 11:48:08"
0.35,0.024,0.055,True,1.0,0.06001,2025-10-29 11:48:09.646,2025-10-29 11:48:23.010,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z55mm/x350mm_y24mm/raster_log_2025-10-29 11:09:17.840_z55mm_x350mm_y24mm_ocr.csv,26,"13, 15, 16, 20, 19, 417, 20, 21, 22, 22, 18, 417, 30, 28, 25, 24, 25, 26, 25, 35",61.90,20,"11:48:12, 11:48:12, 11:48:13, 11:48:13, 11:48:14, 11:48:14, 11:48:15, 11:48:15, 11:48:16, 11:48:16, 11:48:17, 11:48:17, 11:48:18, 11:48:18, 11:48:19, 11:48:19, 11:48:20, 11:48:20, 11:48:21, 11:48:21"
0.35,0.026000000000000002,0.055,True,1.0,0.06084,2025-10-29 11:48:23.013,2025-10-29 11:48:36.375,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z55mm/x350mm_y26mm/raster_log_2025-10-29 11:09:17.840_z55mm_x350mm_y26mm_ocr.csv,26,"14, 18, 19, 13, 18, 23, 21, 18, 18, 14, 15, 15, 13, 16, 18, 20, 417, 417, 21, 20",57.40,20,"11:48:25, 11:48:25, 11:48:26, 11:48:26, 11:48:27, 11:48:27, 11:48:28, 11:48:28, 11:48:29, 11:48:29, 11:48:30, 11:48:30, 11:48:31, 11:48:31, 11:48:32, 11:48:32, 11:48:33, 11:48:33, 11:48:34, 11:48:34"
0.35,0.028,0.055,True,1.0,0.06172,2025-10-29 11:48:36.378,2025-10-29 11:48:49.742,/home/hannah_kunze/catkin_ws/raster_results/screenshots/z55mm/x350mm_y28mm/raster_log_2025-10-29 11:09:17.840_z55mm_x350mm_y28mm_ocr.csv,26,"12, 18, 19, 417, 18, 18, 21, 27, 17, 417, 19, 14, 14, 12, 7, 6, 8, 11, 13, 20",55.40,20,"11:48:38, 11:48:39, 11:48:39, 11:48:40, 11:48:40, 11:48:41, 11:48:41, 11:48:42, 11:48:42, 11:48:43, 11:48:43, 11:48:44, 11:48:44, 11:48:45, 11:48:45, 11:48:46, 11:48:46, 11:48:47, 11:48:47, 11:48:48"
